,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cls__init,param_cls__max_iter,param_cls__n_clusters,param_cls__n_init,param_cls__n_jobs,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
82,249.45314826965333,29.655202454972557,0.1729875087738037,0.011610029000493132,k-means++,10000,12,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 12, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.11583333333333333,0.028333333333333332,0.053333333333333344,0.08583333333333333,0.10833333333333334,0.07833333333333334,0.03312853754695489,105,0.114375,0.029166666666666667,0.04583333333333333,0.08125,0.09854166666666667,0.07383333333333333,0.03190061606858958
83,268.0757068634033,19.694956434948686,0.17332329750061035,0.006761896646144963,k-means++,10000,13,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 13, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.0475,0.0325,0.06666666666666667,0.0575,0.025000000000000005,0.04583333333333333,0.015392999852025089,160,0.04562499999999999,0.028125,0.06833333333333333,0.048541666666666664,0.028125,0.04375,0.014960596393340889
84,272.9781759262085,21.1490311727557,0.17262578010559082,0.007113688981422107,k-means++,10000,14,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 14, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.061666666666666675,0.029166666666666667,0.07166666666666667,0.11916666666666667,0.04,0.06433333333333334,0.03129341428763851,131,0.050625,0.029583333333333333,0.08291666666666667,0.109375,0.03791666666666667,0.06208333333333334,0.02980637748685487
85,260.229590845108,10.805956913897012,0.17530355453491211,0.011031836545857335,k-means++,10000,15,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 15, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.03666666666666667,0.14333333333333334,0.085,0.04,0.085,0.078,0.03877857369447434,106,0.048541666666666664,0.13333333333333333,0.07979166666666666,0.04145833333333333,0.07479166666666667,0.07558333333333334,0.032401131667479356
86,256.71649532318116,16.97898676335046,0.1794560432434082,0.008698897901142314,k-means++,10000,16,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 16, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.085,0.029166666666666667,0.16333333333333333,0.14916666666666667,0.085,0.10233333333333333,0.04872086023688644,78,0.07979166666666666,0.028333333333333332,0.14020833333333332,0.15479166666666666,0.07395833333333333,0.09541666666666666,0.04633887856505233
87,264.9519030570984,16.836032672797483,0.18186044692993164,0.012249716627197907,k-means++,10000,17,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 17, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.015,0.029166666666666667,0.14083333333333334,0.028333333333333332,0.029166666666666667,0.0485,0.04647998374449898,155,0.019791666666666666,0.028541666666666667,0.13770833333333332,0.0325,0.036041666666666666,0.050916666666666666,0.043732456800159046
88,258.91695981025697,15.01730738074666,0.17653579711914064,0.0057512385305127575,k-means++,10000,18,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 18, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.015,0.029166666666666667,0.14083333333333334,0.015833333333333335,0.0775,0.05566666666666667,0.048317238699614816,144,0.02,0.028333333333333332,0.14125,0.0225,0.08541666666666667,0.0595,0.04744543649756469
89,272.753807592392,18.400016136131512,0.1773223400115967,0.007265903109091159,k-means++,10000,19,20,4,"{'cls__init': 'k-means++', 'cls__max_iter': 10000, 'cls__n_clusters': 19, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.014166666666666666,0.021666666666666667,0.13666666666666666,0.13083333333333333,0.12833333333333333,0.08633333333333333,0.055977674121027936,94,0.019791666666666666,0.018541666666666668,0.1375,0.13833333333333334,0.13604166666666667,0.09004166666666667,0.05787519498407279
90,9.798799896240235,0.10044194898395502,0.1567824363708496,0.008986008936345994,random,1,2,20,4,"{'cls__init': 'random', 'cls__max_iter': 1, 'cls__n_clusters': 2, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.49833333333333335,0.4933333333333334,0.4866666666666667,0.5191666666666667,0.49166666666666664,0.49783333333333335,0.011298967504452187,3,0.48791666666666667,0.50375,0.5039583333333333,0.4952083333333333,0.4816666666666667,0.49450000000000005,0.008758527590614497
91,9.723020839691163,0.39873827448765775,0.15784063339233398,0.007954289956397709,random,1,3,20,4,"{'cls__init': 'random', 'cls__max_iter': 1, 'cls__n_clusters': 3, 'cls__n_init': 20, 'cls__n_jobs': 4}",0.4141666666666667,0.19583333333333333,0.17916666666666667,0.4875,0.4175,0.3388333333333333,0.1264181773146392,15,0.41875,0.213125,0.194375,0.44625,0.419375,0.338375,0.11052757009000061
